nodeAddress,DATA
0x001468e47c32a817fa5af34b8396cb87e4093167,254.7041066863748
0x001ad07ee8d68382695fe1729fc4b5019f514334,171.19473690330975
0x001b43edaab2952b29a36c64c7a40e995809d362,25.462885397678072
0x002bae897062921da83e0092107f813d1cbba29e,276.8434385946198
0x00336089df2c47c348c99aa514eedb9f3de3766d,4.845549388039185
0x004cda38b018534c6dadf6be158d5579bda21f41,304.5478825449521
0x005c412cf2ef35a23dc415e807d426e87af7d363,245.82005435028466
0x0074277be1da6126e8637139ca675e6828e7cd23,459.4036187872637
0x007bef5fde7ef536d9e038db5a125c972ac10835,298.5828588084017
0x007cf6c578db1f763329f6a86fb5b5ef5ec4288a,189.33238066227776
0x008443dcf77a1104c16253d5bda413e125c7843d,252.72643331284675
0x0087578250ebe99a90c8428a9d4c0bf3c2b78012,459.26031507001306
0x0088a6940ff15f4c882c7ea9337169c47e510287,198.641567112648
0x009062615678c7a78001c4154f26060c1d2c062e,236.65804226258928
0x00afb16f74da159069584fccec127afe44a4da6f,249.31871564804987
0x00c73d78b89ce9b99f5f52a6870bd837c8f4207f,367.65582532193855
0x00d846aecaa46722a80ccb5c7f12599e27d2b68b,229.80734332394897
0x00e305c1887274b2b508c24141ed416d3bf57a27,7.968721469014946
0x00eb68cfb66d68a91c3129bdd8895cf5613aeebe,457.25475355946355
0x00ec7fa07c0b6339c779f8162e6abb4468c415f8,288.4306776302182
0x0112631e14ae8b8d92859a120d8377a86b469548,5.14983983904099
0x012516cb79f073360dbafacf5b2c213fae0574e8,34.23193045487143
0x012f1dfd008f71ad80f6b5bbbe23a344b7ae35a3,234.43657652095715
0x013c91ad616cfc4a53ca81f1eb7ab23255b5efdf,455.16949911579337
0x01813c8343f151561b34f4e0be0bfcc702d00b58,0.0
0x018c3e8e2731e2b97f30d5270f1119b07553498d,201.4185139534964
0x01a6e2a3fe9e94b7987031e0a065b67dce2914ee,452.33429867343915
0x01abeb348046b1e6e9bc856aff13bd0904a03e7d,13.76577258203651
0x01b05ffca90e7feebe2a6e131b1f4ad99c14de7c,459.4036187872637
0x01e166595c6156ddd6f0033c4059e0a4fa10b53a,379.65411275969586
0x020ae5ce85843d1388d18b1ab7173201a08cb34a,459.4036187872637
0x0213384766f249d83d2de255c2fe2025fc304fe7,1.210080266957226
0x022305a92c61a400bee57f88fc33c7043438b91e,298.3126155485208
0x02264250c5c41a2c0ba2c33378cbe77564d04fe4,275.65499521445923
0x0226a82ec6268b6dc4482aa52e237f0c7dd99f49,459.4036187872637
0x02280c3acd19e86b77c1b87a548a34eacb095dd0,459.4036187872637
0x022cf76f2fa266d505a702ae1bd1c57015818740,277.3312799652028
0x0231cec24ded3eac7d2b370471b52540fc79e1e9,14.973854128743087
0x023747dfadb6442701dd9517fd0c4c24c70fd18f,459.4036187872637
0x024cf7fc10dd197e53aad52f01f56f9fbb9b5748,106.61422119018985
0x0250257a422b36c727652a8c270935be465caa94,459.4036187872637
0x02537156bf7418c3d7b14d9ac73714f670b6c1a6,236.30170742229345
0x0264816405366a67902f7e1e355eab819f71df75,459.4036187872637
0x026bb76f0b500fbb0025e8f395513fd143ac29d3,459.4036187872637
0x027817b919b21ef2d1761b7f3c10c873fe1e6b25,459.4036187872637
0x02819a600e51602d5822b8ab948724e24f3b10e1,224.47025493175215
0x02880624bb0743e3144e8943e29fd1dde66cf72c,213.46745910874918
0x029292ac5a0ee03e8588b774ada40118583cb1bb,459.4036187872637
0x029c5af9757cb988b7c047df1241448ec8c5fd6c,222.4328746260983
0x02a0b584fa84413afb2f8ea8b195071866690e6d,459.4036187872637
0x02a385e410158370b9bb94b6dc13ff166c47fbf8,22.24248292469798
0x02afc960c8d973255e7921f9e0dfd231d3825c82,458.71702262674063
